time,comment,newsLocationPerson,mediaNum,newsNum,joinLocalNum,agree,totalHot,h1,h2,h3
2018-04-13,4,0,0,0,3,0,0.53110449,0.06426285000000001,0.53110449,0.46684164
2018-04-18,3,0,0,0,2,1,0.54116903,0.0428419,0.54116903,0.49832713
2018-04-23,5,0,0,0,3,2,0.9442067,0.06426285000000001,0.9442067,0.87994385
2018-05-05,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-05-07,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-05-08,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-05-15,1,1,1,1,1,6,1.4109858100000001,0.4051,1.13438581,1.28248581
2018-05-16,108,13,2,2,20,1819,284.54671303000003,2.37364665,283.99351303000003,282.72626638
2018-05-17,694,56,12,31,29,6897,1113.56389349,10.45974665,1109.72178119,1106.94625914
2018-05-18,245,19,3,3,26,1549,261.5707462,3.4212466500000005,260.74094619999994,258.97929955
